iter	RMSE
0	0.9520359418
1	0.9100491101
2	0.8698819188
3	0.8305929485
4	0.7931073532
5	0.7599571905
6	0.7247995091
7	0.6943030246
8	0.6638295969
9	0.6353898853
10	0.6096575958
11	0.5848697604
12	0.5595121793
13	0.5361806524
14	0.5149964211
15	0.4950060636
16	0.4750333156
17	0.4560715394
18	0.4397528175
19	0.4239341077
20	0.4083178694
21	0.3943057155
22	0.3790313358
23	0.3650752588
24	0.3527323099
25	0.340468642
26	0.3284898628
27	0.3171970404
28	0.3070955134
29	0.2971400434
30	0.2879932608
31	0.2792280035
32	0.2709555704
33	0.2627830237
34	0.2559908281
35	0.249203764
36	0.2424917241
37	0.2365698275
38	0.2310721396
39	0.2253007073
40	0.2194682546
41	0.2144282105
42	0.2096164224
43	0.2047844483
44	0.1998778607
45	0.1953107096
46	0.1910688667
47	0.1871922775
48	0.1837416514
49	0.180086802
50	0.1760967839
51	0.1730103014
52	0.1699810229
53	0.1672030522
54	0.1641630731
55	0.1615280944
56	0.1586305096
57	0.1564007102
58	0.154060698
59	0.1520111191
60	0.1497224615
61	0.1476307908
62	0.1459543616
63	0.1442330929
64	0.1424571743
65	0.1406192491
66	0.1387188621
67	0.1371647021
68	0.1357236827
69	0.1343408874
70	0.1328885642
71	0.131565347
72	0.1302324783
73	0.1291601174
74	0.128104838
75	0.1269722438
76	0.1258792555
77	0.1248768547
78	0.1239925647
79	0.123067222
80	0.1220028841
81	0.1212240192
82	0.120373139
83	0.1195573089
84	0.1187826183
85	0.1178171489
86	0.1171072938
87	0.1164410861
88	0.115610296
89	0.1147998644
90	0.1142294075
91	0.1136948556
92	0.1127299037
93	0.1122199883
94	0.1116928135
95	0.111195802
96	0.1107154442
97	0.1102954055
98	0.1098649124
99	0.109483684
100	0.1091780786
101	0.1087559266
102	0.1084626068
103	0.1080586858
104	0.1075028163
105	0.1069713667
106	0.1066803198
107	0.1063026019
108	0.1057635703
109	0.1053810529
110	0.1051186495
111	0.1046155347
112	0.1042065885
113	0.103897613
114	0.1037033703
115	0.1034639674
116	0.1031301941
117	0.1028600148
118	0.1026277268
119	0.1024560165
120	0.1021411466
121	0.1019432691
122	0.1018058251
123	0.1015799711
124	0.1013878336
125	0.1012187973
126	0.1010205799
127	0.1008666261
128	0.100653569
129	0.1003214164
130	0.1000914136
131	0.09994915047
132	0.09975129231
133	0.09957095003
134	0.09936035848
135	0.09915934585
136	0.09902962303
137	0.09888097574
138	0.09873549529
139	0.09860916742
140	0.09841638996
141	0.09817611779
142	0.09805163489
143	0.09794049418
144	0.09773872299
145	0.09759912892
146	0.09745522226
147	0.09734403158
148	0.09724214779
149	0.09703336392
150	0.09689981228
151	0.09677652696
152	0.09664996219
153	0.0965621422
154	0.09636440887
155	0.09630020045
156	0.09615183687
157	0.09599510922
158	0.09592730157
159	0.09569462377
160	0.09553161619
161	0.09542982856
162	0.09530483489
163	0.09523936066
164	0.09512841183
165	0.09503254538
166	0.09492966766
167	0.09482879204
168	0.09469302225
169	0.09456458262
170	0.0943867468
171	0.09430898276
172	0.09422396217
173	0.09416128601
174	0.09406830611
175	0.0939906486
176	0.09388349625
177	0.09377452887
178	0.09365507644
179	0.09358705223
180	0.09350143938
181	0.09334694626
182	0.09321948626
183	0.09312005614
184	0.09303224802
185	0.09295589771
186	0.09287571359
187	0.09280462049
188	0.09275957418
189	0.09261074365
190	0.09255474272
191	0.09249769415
192	0.09240968211
193	0.09234217534
194	0.09225828304
195	0.09219773983
196	0.09210398868
197	0.09201154475
198	0.09194170275
199	0.0918249505
200	0.09175759248
201	0.09169239072
202	0.09163639767
203	0.09155850578
204	0.09152355321
205	0.09145552553
206	0.09137504361
207	0.09128351265
208	0.09124191224
209	0.09116606035
210	0.09108959685
211	0.09104862573
212	0.09100046875
213	0.0909618792
214	0.09089912159
215	0.09082111772
216	0.09078605642
217	0.09074778094
218	0.09065572115
219	0.09057998147
220	0.09053214263
221	0.09044777524
222	0.0903936918
223	0.09032057311
224	0.09026269302
225	0.09017768586
226	0.09012926664
227	0.09004591648
228	0.08996549516
229	0.08992530795
230	0.08989877458
231	0.08983248809
232	0.08980400086
233	0.08974793539
234	0.08971877365
235	0.08966053687
236	0.0895992692
237	0.08953522121
238	0.08947123945
239	0.08944931914
240	0.08937064941
241	0.0892811065
242	0.08921994267
243	0.08917942593
244	0.08913306854
245	0.08908643953
246	0.08901833848
247	0.08896428359
248	0.08890499546
249	0.08884409526
250	0.08881738132
251	0.08875035772
252	0.08871048477
253	0.08867945092
254	0.08859930795
255	0.0885589636
256	0.08850215495
257	0.08842677428
258	0.08836042969
259	0.08828675475
260	0.08824203741
261	0.08821550763
262	0.08817134666
263	0.08810402446
264	0.08806190493
265	0.0880385552
266	0.08801827556
267	0.0879571643
268	0.08791187742
269	0.08788347026
270	0.08783254281
271	0.08778968162
272	0.08777153393
273	0.0877381676
274	0.08771402148
275	0.08765135976
276	0.08762915784
277	0.08757933677
278	0.08752602218
279	0.08750702387
280	0.08747636415
281	0.08745465962
282	0.08743445671
283	0.08741293304
284	0.08738429001
285	0.08734034469
286	0.08732172059
287	0.08727952386
288	0.08726481233
289	0.08725036667
290	0.08723102956
291	0.08718160502
292	0.0871633403
293	0.08712481811
294	0.0871082985
295	0.08708477619
296	0.08706345749
297	0.0870185875
298	0.08699564412
299	0.08697676419
300	0.08691538063
301	0.08687680487
302	0.08685226623
303	0.08680926316
304	0.08675386963
305	0.08671926887
306	0.08667263667
307	0.08661518924
308	0.08659244651
309	0.08654102175
310	0.08648572051
311	0.08645061578
312	0.08641323056
313	0.08635245384
314	0.08630567976
315	0.0862544843
316	0.08623581425
317	0.08619937889
318	0.08616077975
319	0.08611341021
320	0.08608370743
321	0.08605036531
322	0.08601007376
323	0.08598856576
324	0.08593959061
325	0.08591473727
326	0.0858937139
327	0.08586945123
328	0.08582752709
329	0.08577037713
330	0.08573827921
331	0.08569170623
332	0.08566671843
333	0.08562856276
334	0.08560346154
335	0.08556136178
336	0.08553377411
337	0.0855007595
338	0.08545731165
339	0.08543016701
340	0.08540076445
341	0.08535054701
342	0.08530227364
343	0.08526092053
344	0.08521716874
345	0.08519171043
346	0.08515060118
347	0.08511993644
348	0.08509262595
349	0.08507112791
350	0.0850325519
351	0.08500081128
352	0.08495441778
353	0.08494660026
354	0.08494249647
355	0.08490871361
356	0.08489262103
357	0.08485170466
358	0.08483091665
359	0.08482250395
360	0.084775049
361	0.08472885966
362	0.08468348149
363	0.08466287306
364	0.08464140959
365	0.08462718698
366	0.08460347308
367	0.08456464632
368	0.084562292
369	0.08452685548
370	0.08449713826
371	0.08446522376
372	0.0844494499
373	0.08442918616
374	0.08441320771
375	0.08439311842
376	0.08436984299
377	0.08434596451
378	0.08431588436
379	0.08429821999
380	0.08429048463
381	0.08427454637
382	0.08425078636
383	0.08422686439
384	0.08420774604
385	0.08417871679
386	0.08414097726
387	0.08410915779
388	0.0840874833
389	0.08404695662
390	0.0840176032
391	0.08399218944
392	0.08394154714
393	0.08389073715
394	0.08388974064
395	0.0838649996
396	0.08383615353
397	0.08381689739
398	0.08378348468
399	0.08374265086
400	0.08371977656
401	0.0836928734
402	0.08367397896
403	0.08365604268
404	0.08364446791
405	0.08360781104
406	0.08358859166
407	0.08356931595
408	0.08353768592
409	0.08352870334
410	0.0835045976
411	0.08347011341
412	0.08345259618
413	0.08343550915
414	0.083416794
415	0.08339187254
416	0.08338200329
417	0.08335821163
418	0.08333371934
419	0.08331468443
420	0.08330383851
421	0.08325486238
422	0.08323426
423	0.08322860235
424	0.08320688057
425	0.08318763805
426	0.08315152453
427	0.08313389304
428	0.08312088137
429	0.08309284213
430	0.08305727982
431	0.0830365948
432	0.08301237682
433	0.08298981462
434	0.08296756152
435	0.0829611038
436	0.082943344
437	0.08292147876
438	0.08289807384
439	0.08287901885
440	0.08286226478
441	0.0828337448
442	0.08281333766
443	0.0827766419
444	0.0827524417
445	0.08272219783
446	0.08270642525
447	0.08269638178
448	0.08269360375
449	0.08268270628
450	0.08265776671
451	0.0826332311
452	0.08259623618
453	0.082577542
454	0.08255622563
455	0.0825304097
456	0.08252111604
457	0.08250383657
458	0.08246031593
459	0.08244718971
460	0.0824250276
461	0.08239301124
462	0.08236836686
463	0.08236306778
464	0.08234714911
465	0.08231237846
466	0.08228381421
467	0.0822629062
468	0.08224136691
469	0.08222755972
470	0.08220714503
471	0.08218225411
472	0.08217322261
473	0.08213993267
474	0.08209791097
475	0.08208841842
476	0.08205467745
477	0.08203462648
478	0.08199598986
479	0.08196334563
480	0.08194570694
481	0.08191850649
482	0.08189484222
483	0.08187704669
484	0.08185478599
485	0.08182215875
486	0.08180943179
487	0.08179476799
488	0.08176995258
489	0.08174357228
490	0.0817326439
491	0.08171388729
492	0.0817037867
493	0.08169488844
494	0.08167708499
495	0.08167681596
496	0.08164012713
497	0.08161860779
498	0.08161483406
499	0.08160638437
500	0.08158531583
501	0.08157485709
502	0.0815465193
503	0.08153832365
504	0.08152492864
505	0.08151045658
506	0.08149252493
507	0.08147515107
508	0.08146174054
509	0.0814375881
510	0.0814221382
511	0.0813977206
512	0.08137387646
513	0.08135986917
514	0.08134553252
515	0.08133203151
516	0.08131128885
517	0.08127617042
518	0.08126117564
519	0.08123081425
520	0.08120794225
521	0.08118601719
522	0.08116922927
523	0.08114950106
524	0.08111256468
525	0.08109058463
526	0.08107390889
527	0.08103765515
528	0.08101814172
529	0.0809855335
530	0.0809627311
531	0.08094449216
532	0.08094425966
533	0.08092512473
534	0.08091721119
535	0.08090587434
536	0.08089392757
537	0.08086915895
538	0.08085588519
539	0.08083321836
540	0.0808179551
541	0.0808042873
542	0.08079223798
543	0.08077977552
544	0.08075990176
545	0.08073022855
546	0.08072235997
547	0.08070589971
548	0.08068266684
549	0.0806525306
550	0.08064545197
551	0.08063008224
552	0.08060380764
553	0.08060211124
554	0.08058169472
555	0.08056050735
556	0.08055720496
557	0.08052402405
558	0.08050722318
559	0.08050688488
560	0.08048901917
561	0.08048811914
562	0.08047760926
563	0.08046941129
564	0.08044435974
565	0.08042600997
566	0.08041445274
567	0.08037932063
568	0.08037354855
569	0.08035696821
570	0.0803311528
571	0.08031981735
572	0.08030682896
573	0.08029785155
574	0.08027221269
575	0.08023475883
576	0.08022872016
577	0.08022278798
578	0.08019630873
579	0.0801880975
580	0.08017042406
581	0.08015624219
582	0.08014330545
583	0.08012714907
584	0.08011644458
585	0.08010603766
586	0.08009063618
587	0.08006462138
588	0.08004410191
589	0.08001154822
590	0.07998705185
591	0.07997525832
592	0.07996099177
593	0.07993169849
594	0.07993152921
595	0.0799170135
596	0.07989728505
597	0.07987168336
598	0.07985746603
599	0.07984454894
600	0.07983272555
601	0.07983252385
602	0.07982082291
603	0.07980931994
604	0.07979343853
605	0.07978563982
606	0.07977872033
607	0.07974939924
608	0.07972978775
609	0.07971281533
610	0.07970524135
611	0.07968926078
612	0.07967132491
613	0.07964723148
614	0.0796318796
615	0.07961463107
616	0.07959791587
617	0.07958362887
618	0.07957193973
619	0.07956242728
620	0.07956222537
621	0.07955232897
622	0.07953042018
623	0.07951972414
624	0.07950681385
625	0.07949794633
626	0.07947897755
627	0.07945814933
628	0.07944200749
629	0.07942254752
630	0.07941158169
631	0.07939078228
632	0.07937569936
633	0.07935382455
634	0.07933735081
635	0.07932705522
636	0.07932683541
637	0.07931638832
638	0.07930185313
639	0.07927660866
640	0.07924553335
641	0.07924025492
642	0.07923391012
643	0.07921575914
644	0.07918405397
645	0.07918360833
646	0.07916759817
647	0.07915700392
648	0.0791462278
649	0.07913772309
650	0.07912707274
651	0.07911620963
652	0.0790965487
653	0.07908254011
654	0.07906718559
655	0.0790591877
656	0.07905420904
657	0.07904549877
658	0.07902821815
659	0.07901667597
660	0.07901654787
661	0.07899488338
662	0.07898103693
663	0.07896886094
664	0.07896302044
665	0.07893708689
666	0.07890541446
667	0.07889301956
668	0.07888193115
669	0.07887487724
670	0.07884933287
671	0.07883108891
672	0.0788014628
673	0.07880127632
674	0.07878791591
675	0.07878537354
676	0.07875077655
677	0.07872223113
678	0.07868906736
679	0.07867368003
680	0.07867251728
681	0.07866134948
682	0.07863332955
683	0.07862353217
684	0.07861957568
685	0.07861115393
686	0.07860115751
687	0.07857476666
688	0.07856577647
689	0.07856458206
690	0.07854144841
691	0.07852765811
692	0.07849521053
693	0.07848300606
694	0.07846253392
695	0.07845846059
696	0.07844659246
697	0.07843586832
698	0.07841909867
699	0.0784032801
700	0.07839325795
701	0.07837773224
702	0.07837504546
703	0.07835125724
704	0.07834276309
705	0.07832233026
706	0.07831672613
707	0.07830619094
708	0.07830303427
709	0.07828606364
710	0.07828364598
711	0.0782668853
712	0.07826571929
713	0.07825620188
714	0.07823068988
715	0.0782196605
716	0.07821947036
717	0.07821081621
718	0.07819952963
719	0.07818467754
720	0.07817962316
721	0.07816931982
722	0.07815352157
723	0.07814523554
724	0.07813515903
725	0.07812369982
726	0.07810245362
727	0.07808808894
728	0.07808488583
729	0.07807701907
730	0.0780767184
731	0.07803633713
732	0.07803034196
733	0.07802176084
734	0.07802153073
