iter	RMSE
735	0.07801502005
736	0.07798925015
737	0.07798074665
738	0.07796450793
739	0.07794711398
740	0.07793696987
741	0.07792902669
742	0.07792135366
743	0.07791163424
744	0.07790572845
745	0.07790238903
746	0.07789535851
747	0.07788280105
748	0.07786416196
749	0.07785556095
750	0.07783822943
751	0.0778142123
752	0.07780873696
753	0.07779374371
754	0.07776129685
755	0.07775482736
756	0.07774333815
757	0.07773527363
758	0.07772515305
759	0.07771494842
760	0.07771084343
761	0.07769298912
762	0.07767479087
763	0.077670181
764	0.07766719872
765	0.07765689461
766	0.07763388237
767	0.07760434036
768	0.07758362445
769	0.07757431042
770	0.07755072942
771	0.07754474398
772	0.07751493962
773	0.07751479863
774	0.0774929985
775	0.07748122238
776	0.07746625604
777	0.07746609476
778	0.07744734416
779	0.07744440728
780	0.07743863285
781	0.07743347314
782	0.07741700529
783	0.07741426213
784	0.07741026099
785	0.07739233094
786	0.07738279494
787	0.07737065086
788	0.07734966112
789	0.0773449263
790	0.0773372072
791	0.07733532728
792	0.07732325698
793	0.07730883276
794	0.077302113
795	0.07728422456
796	0.07727015316
797	0.07726149896
798	0.07723610329
799	0.07722229639
800	0.07721344293
801	0.07720584132
802	0.07719086294
803	0.07716354309
804	0.07715816554
805	0.07714646295
806	0.07714219659
807	0.07712706563
808	0.07711447686
809	0.07710598655
810	0.0770941008
811	0.07707912237
812	0.07706464697
813	0.07704988546
814	0.07703156302
815	0.07701242826
816	0.07699861153
817	0.07697947974
818	0.076973311
819	0.07695584562
820	0.0769269632
821	0.0768993089
822	0.07688460634
823	0.07686625078
824	0.07685666348
825	0.07685389399
826	0.07684869989
827	0.07683590385
828	0.07683342006
829	0.07682470858
830	0.07682238055
831	0.07681821603
832	0.07681286428
833	0.0768114472
834	0.07680339067
835	0.07678517214
836	0.07678151455
837	0.07676407319
838	0.0767513807
839	0.07673999424
840	0.07672098752
841	0.07670621799
842	0.07668577988
843	0.07667798079
844	0.07667607042
845	0.07665922855
846	0.07665365692
847	0.07664461056
848	0.07662721416
849	0.07662331201
850	0.07660545007
851	0.07660522271
852	0.0765977569
853	0.07659235927
854	0.07656787041
855	0.0765486645
856	0.07654473262
857	0.07652139717
858	0.07652066968
859	0.07651140787
860	0.07651115901
861	0.07649813881
862	0.07648484896
863	0.07648472002
864	0.07647587252
865	0.07647181329
866	0.07646360632
867	0.07645770043
868	0.07643622752
869	0.07642867483
870	0.07642165984
871	0.07639632635
872	0.07638306338
873	0.07637243977
874	0.0763722048
875	0.07635602843
876	0.07634566171
877	0.07632478692
878	0.07631596452
879	0.07630611607
880	0.07629970262
881	0.07629959352
882	0.0762912165
883	0.07628920553
884	0.07628046852
885	0.0762693276
886	0.07626460291
887	0.07625943252
888	0.07625552283
889	0.07625257536
890	0.07625145684
891	0.07624196461
892	0.07622660659
893	0.07622146833
894	0.07621665831
895	0.0762165484
896	0.07620119542
897	0.07619338781
898	0.07618832486
899	0.07618252675
900	0.07616196552
901	0.07615386057
902	0.07613918615
903	0.07613832147
904	0.07612800566
905	0.07611392481
906	0.07610637095
907	0.07609684897
908	0.07608962481
909	0.07608008
910	0.07606732516
911	0.07605287483
912	0.07603694607
913	0.07603078047
914	0.07602668013
915	0.07601585848
916	0.07600039659
917	0.07599984288
918	0.0759950814
919	0.0759923004
920	0.07599107271
921	0.07597910053
922	0.07596331301
923	0.07594859904
924	0.07592971742
925	0.0759066647
926	0.0758995694
927	0.07588286175
928	0.07586755346
929	0.07585210883
930	0.07585046335
931	0.07581656571
932	0.07581320022
933	0.07580483224
934	0.0758015126
935	0.07578943673
936	0.07577271462
937	0.07577259337
938	0.07576984708
939	0.07575858954
940	0.07574931258
941	0.07573909614
942	0.07572415132
943	0.07569795303
944	0.07569783727
945	0.07569009819
946	0.07568807187
947	0.07568347208
948	0.07567171125
949	0.07565855379
950	0.07564201296
951	0.07562199112
952	0.07561785891
953	0.07560917775
954	0.07560485891
955	0.07558661307
956	0.07556360346
957	0.07554191025
958	0.07554058794
959	0.07552385027
960	0.07551965135
961	0.07550315117
962	0.07548281361
963	0.07547747829
964	0.07546590739
965	0.07544958385
966	0.07544576044
967	0.07543701471
968	0.07543079066
969	0.07542883018
970	0.07540609808
971	0.0753986734
972	0.07539096399
973	0.07538593754
974	0.07538202972
975	0.07536381583
976	0.07535336805
977	0.07534241523
978	0.07534148424
979	0.07533142425
980	0.07533038358
981	0.0753181026
982	0.07531660385
983	0.07530710997
984	0.07530329428
985	0.07528639329
986	0.075284923
987	0.07528084468
988	0.07527320582
989	0.0752626602
990	0.07526245
991	0.07523177951
992	0.07522588003
993	0.07522394683
994	0.07521095645
995	0.07519784716
996	0.07518724595
997	0.07517758437
998	0.07517174434
999	0.07516627766
